date,sensor,value,time
29-10-2018,Breath sensor, 672.00,10:41:37.347000
29-10-2018,Pulse sensor, 1710.00,10:41:37.811000
29-10-2018,GSR sensor, 526.00,10:41:37.828000
29-10-2018,Breath sensor, 686.00,10:41:37.846000
29-10-2018,Pulse sensor, 1796.00,10:41:38.312000
29-10-2018,GSR sensor, 508.00,10:41:38.330000
29-10-2018,Breath sensor, 688.00,10:41:38.348000
29-10-2018,Pulse sensor, 2559.00,10:41:38.812000
29-10-2018,GSR sensor, 492.00,10:41:38.829000
29-10-2018,Breath sensor, 678.00,10:41:38.847000
29-10-2018,Pulse sensor, 1501.00,10:41:39.311000
29-10-2018,GSR sensor, 464.00,10:41:39.328000
29-10-2018,Breath sensor, 682.00,10:41:39.346000
29-10-2018,Pulse sensor, 1947.00,10:41:39.811000
29-10-2018,GSR sensor, 448.00,10:41:39.827000
29-10-2018,Breath sensor, 682.00,10:41:39.845000
29-10-2018,Pulse sensor, 1963.00,10:41:40.312000
29-10-2018,GSR sensor, 441.00,10:41:40.328000
29-10-2018,Breath sensor, 684.00,10:41:40.346000
29-10-2018,Pulse sensor, 2544.00,10:41:40.812000
29-10-2018,GSR sensor, 448.00,10:41:40.829000
29-10-2018,Breath sensor, 720.00,10:41:40.846000
29-10-2018,Pulse sensor, 1466.00,10:41:41.312000
29-10-2018,GSR sensor, 450.00,10:41:41.329000
29-10-2018,Breath sensor, 681.00,10:41:41.347000
29-10-2018,Pulse sensor, 1701.00,10:41:41.812000
29-10-2018,GSR sensor, 464.00,10:41:41.829000
29-10-2018,Breath sensor, 678.00,10:41:41.846000
29-10-2018,Pulse sensor, 2821.00,10:41:42.311000
29-10-2018,GSR sensor, 456.00,10:41:42.327000
29-10-2018,Breath sensor, 678.00,10:41:42.344000
29-10-2018,Pulse sensor, 1424.00,10:41:42.811000
29-10-2018,GSR sensor, 450.00,10:41:42.827000
29-10-2018,Breath sensor, 677.00,10:41:42.845000
29-10-2018,Pulse sensor, 1527.00,10:41:43.311000
29-10-2018,GSR sensor, 451.00,10:41:43.328000
29-10-2018,Breath sensor, 678.00,10:41:43.345000
29-10-2018,Pulse sensor, 2535.00,10:41:43.812000
29-10-2018,GSR sensor, 454.00,10:41:43.828000
29-10-2018,Breath sensor, 678.00,10:41:43.846000
29-10-2018,Pulse sensor, 1424.00,10:41:44.312000
29-10-2018,GSR sensor, 454.00,10:41:44.329000
29-10-2018,Breath sensor, 680.00,10:41:44.346000
29-10-2018,Pulse sensor, 1678.00,10:41:44.811000
29-10-2018,GSR sensor, 459.00,10:41:44.827000
29-10-2018,Breath sensor, 679.00,10:41:44.847000
29-10-2018,Pulse sensor, 1497.00,10:41:45.312000
29-10-2018,GSR sensor, 465.00,10:41:45.328000
29-10-2018,Breath sensor, 680.00,10:41:45.346000
29-10-2018,Pulse sensor, 2103.00,10:41:45.811000
29-10-2018,GSR sensor, 464.00,10:41:45.828000
29-10-2018,Breath sensor, 678.00,10:41:45.845000
29-10-2018,Pulse sensor, 3167.00,10:41:46.311000
29-10-2018,GSR sensor, 470.00,10:41:46.327000
29-10-2018,Breath sensor, 677.00,10:41:46.345000
29-10-2018,Pulse sensor, 1446.00,10:41:46.811000
29-10-2018,GSR sensor, 464.00,10:41:46.828000
29-10-2018,Breath sensor, 678.00,10:41:46.846000
29-10-2018,Pulse sensor, 1555.00,10:41:47.311000
29-10-2018,GSR sensor, 454.00,10:41:47.328000
29-10-2018,Breath sensor, 678.00,10:41:47.346000
29-10-2018,Pulse sensor, 1915.00,10:41:47.810000
29-10-2018,GSR sensor, 432.00,10:41:47.826000
29-10-2018,Breath sensor, 677.00,10:41:47.846000
29-10-2018,Pulse sensor, 1444.00,10:41:48.312000
29-10-2018,GSR sensor, 451.00,10:41:48.330000
29-10-2018,Breath sensor, 676.00,10:41:48.348000
29-10-2018,Pulse sensor, 1731.00,10:41:48.812000
29-10-2018,GSR sensor, 464.00,10:41:48.829000
29-10-2018,Breath sensor, 673.00,10:41:48.846000
29-10-2018,Pulse sensor, 2286.00,10:41:49.312000
29-10-2018,GSR sensor, 465.00,10:41:49.329000
29-10-2018,Breath sensor, 677.00,10:41:49.347000
29-10-2018,Pulse sensor, 1393.00,10:41:49.812000
29-10-2018,GSR sensor, 468.00,10:41:49.830000
29-10-2018,Breath sensor, 677.00,10:41:49.848000
29-10-2018,Pulse sensor, 1294.00,10:41:50.311000
29-10-2018,GSR sensor, 474.00,10:41:50.328000
29-10-2018,Breath sensor, 674.00,10:41:50.347000
29-10-2018,Pulse sensor, 1469.00,10:41:50.812000
29-10-2018,GSR sensor, 480.00,10:41:50.829000
29-10-2018,Breath sensor, 675.00,10:41:50.847000
29-10-2018,Pulse sensor, 1519.00,10:41:51.310000
29-10-2018,GSR sensor, 480.00,10:41:51.322000
29-10-2018,Breath sensor, 672.00,10:41:51.337000
29-10-2018,Pulse sensor, 1410.00,10:41:51.812000
29-10-2018,GSR sensor, 480.00,10:41:51.827000
29-10-2018,Breath sensor, 676.00,10:41:51.844000
29-10-2018,Pulse sensor, 2183.00,10:41:52.310000
29-10-2018,GSR sensor, 482.00,10:41:52.327000
29-10-2018,Breath sensor, 676.00,10:41:52.346000
29-10-2018,Pulse sensor, 1743.00,10:41:52.812000
29-10-2018,GSR sensor, 485.00,10:41:52.829000
29-10-2018,Breath sensor, 674.00,10:41:52.847000
29-10-2018,Pulse sensor, 1597.00,10:41:53.311000
29-10-2018,GSR sensor, 480.00,10:41:53.328000
29-10-2018,Breath sensor, 675.00,10:41:53.348000
29-10-2018,Pulse sensor, 1899.00,10:41:53.812000
29-10-2018,GSR sensor, 482.00,10:41:53.828000
29-10-2018,Breath sensor, 672.00,10:41:53.846000
29-10-2018,Pulse sensor, 1907.00,10:41:54.312000
29-10-2018,GSR sensor, 492.00,10:41:54.330000
29-10-2018,Breath sensor, 678.00,10:41:54.347000
29-10-2018,Pulse sensor, 2871.00,10:41:54.811000
29-10-2018,GSR sensor, 492.00,10:41:54.828000
29-10-2018,Breath sensor, 674.00,10:41:54.846000
29-10-2018,Pulse sensor, 1794.00,10:41:55.311000
29-10-2018,GSR sensor, 493.00,10:41:55.328000
29-10-2018,Breath sensor, 674.00,10:41:55.347000
29-10-2018,Pulse sensor, 2512.00,10:41:55.810000
29-10-2018,GSR sensor, 484.00,10:41:55.827000
29-10-2018,Breath sensor, 672.00,10:41:55.845000
29-10-2018,Pulse sensor, 1627.00,10:41:56.312000
29-10-2018,GSR sensor, 480.00,10:41:56.327000
29-10-2018,Breath sensor, 672.00,10:41:56.344000
29-10-2018,Pulse sensor, 1683.00,10:41:56.811000
29-10-2018,GSR sensor, 480.00,10:41:56.829000
29-10-2018,Breath sensor, 674.00,10:41:56.845000
29-10-2018,Pulse sensor, 1456.00,10:41:57.311000
29-10-2018,GSR sensor, 474.00,10:41:57.328000
29-10-2018,Breath sensor, 672.00,10:41:57.345000
29-10-2018,Pulse sensor, 1787.00,10:41:57.811000
29-10-2018,GSR sensor, 468.00,10:41:57.827000
29-10-2018,Breath sensor, 673.00,10:41:57.844000
29-10-2018,Pulse sensor, 2999.00,10:41:58.310000
29-10-2018,GSR sensor, 469.00,10:41:58.326000
29-10-2018,Breath sensor, 672.00,10:41:58.344000
29-10-2018,Pulse sensor, 1392.00,10:41:58.812000
29-10-2018,GSR sensor, 470.00,10:41:58.828000
29-10-2018,Breath sensor, 673.00,10:41:58.846000
29-10-2018,Pulse sensor, 1502.00,10:41:59.313000
29-10-2018,GSR sensor, 466.00,10:41:59.328000
29-10-2018,Breath sensor, 677.00,10:41:59.346000
29-10-2018,Pulse sensor, 1633.00,10:41:59.812000
29-10-2018,GSR sensor, 467.00,10:41:59.827000
29-10-2018,Breath sensor, 674.00,10:41:59.846000
29-10-2018,Pulse sensor, 1402.00,10:42:00.311000
29-10-2018,GSR sensor, 466.00,10:42:00.327000
29-10-2018,Breath sensor, 683.00,10:42:00.346000
29-10-2018,Pulse sensor, 1585.00,10:42:00.811000
29-10-2018,GSR sensor, 472.00,10:42:00.828000
29-10-2018,Breath sensor, 674.00,10:42:00.846000
29-10-2018,Pulse sensor, 2885.00,10:42:01.311000
29-10-2018,GSR sensor, 465.00,10:42:01.328000
29-10-2018,Breath sensor, 667.00,10:42:01.347000
29-10-2018,Pulse sensor, 1425.00,10:42:01.811000
29-10-2018,GSR sensor, 474.00,10:42:01.828000
29-10-2018,Breath sensor, 672.00,10:42:01.846000
29-10-2018,Pulse sensor, 1765.00,10:42:02.311000
29-10-2018,GSR sensor, 475.00,10:42:02.328000
29-10-2018,Breath sensor, 672.00,10:42:02.345000
29-10-2018,Pulse sensor, 1330.00,10:42:02.811000
29-10-2018,GSR sensor, 475.00,10:42:02.829000
29-10-2018,Breath sensor, 672.00,10:42:02.847000
29-10-2018,Pulse sensor, 1646.00,10:42:03.311000
29-10-2018,GSR sensor, 484.00,10:42:03.328000
29-10-2018,Breath sensor, 672.00,10:42:03.346000
29-10-2018,Pulse sensor, 2454.00,10:42:03.810000
29-10-2018,GSR sensor, 481.00,10:42:03.827000
29-10-2018,Breath sensor, 674.00,10:42:03.845000
29-10-2018,Pulse sensor, 1421.00,10:42:04.312000
29-10-2018,GSR sensor, 489.00,10:42:04.328000
29-10-2018,Breath sensor, 673.00,10:42:04.346000
29-10-2018,Pulse sensor, 2401.00,10:42:04.811000
29-10-2018,GSR sensor, 500.00,10:42:04.827000
29-10-2018,Breath sensor, 682.00,10:42:04.844000
29-10-2018,Pulse sensor, 1488.00,10:42:05.311000
29-10-2018,GSR sensor, 496.00,10:42:05.328000
29-10-2018,Breath sensor, 674.00,10:42:05.346000
29-10-2018,Pulse sensor, 1852.00,10:42:05.811000
29-10-2018,GSR sensor, 496.00,10:42:05.828000
29-10-2018,Breath sensor, 672.00,10:42:05.846000
29-10-2018,Pulse sensor, 2731.00,10:42:06.311000
29-10-2018,GSR sensor, 496.00,10:42:06.327000
29-10-2018,Breath sensor, 672.00,10:42:06.345000
29-10-2018,Pulse sensor, 1682.00,10:42:06.811000
29-10-2018,GSR sensor, 496.00,10:42:06.826000
29-10-2018,Breath sensor, 678.00,10:42:06.844000
29-10-2018,Pulse sensor, 1328.00,10:42:07.311000
29-10-2018,GSR sensor, 504.00,10:42:07.327000
29-10-2018,Breath sensor, 672.00,10:42:07.344000
29-10-2018,Pulse sensor, 1680.00,10:42:07.810000
29-10-2018,GSR sensor, 500.00,10:42:07.827000
29-10-2018,Breath sensor, 670.00,10:42:07.844000
29-10-2018,Pulse sensor, 1275.00,10:42:08.310000
29-10-2018,GSR sensor, 498.00,10:42:08.328000
29-10-2018,Breath sensor, 672.00,10:42:08.345000
29-10-2018,Pulse sensor, 1749.00,10:42:08.811000
29-10-2018,GSR sensor, 496.00,10:42:08.828000
29-10-2018,Breath sensor, 670.00,10:42:08.845000
29-10-2018,Pulse sensor, 1320.00,10:42:09.310000
29-10-2018,GSR sensor, 478.00,10:42:09.327000
29-10-2018,Breath sensor, 669.00,10:42:09.344000
29-10-2018,Pulse sensor, 1442.00,10:42:09.811000
29-10-2018,GSR sensor, 498.00,10:42:09.827000
29-10-2018,Breath sensor, 669.00,10:42:09.845000
29-10-2018,Pulse sensor, 2711.00,10:42:10.311000
29-10-2018,GSR sensor, 501.00,10:42:10.327000
29-10-2018,Breath sensor, 669.00,10:42:10.345000
29-10-2018,Pulse sensor, 1387.00,10:42:10.811000
29-10-2018,GSR sensor, 510.00,10:42:10.827000
29-10-2018,Breath sensor, 669.00,10:42:10.844000
29-10-2018,Pulse sensor, 1827.00,10:42:11.311000
29-10-2018,GSR sensor, 508.00,10:42:11.328000
29-10-2018,Breath sensor, 664.00,10:42:11.345000
29-10-2018,Pulse sensor, 1520.00,10:42:11.811000
29-10-2018,GSR sensor, 511.00,10:42:11.828000
29-10-2018,Breath sensor, 672.00,10:42:11.845000
29-10-2018,Pulse sensor, 1803.00,10:42:12.312000
29-10-2018,GSR sensor, 509.00,10:42:12.328000
29-10-2018,Breath sensor, 669.00,10:42:12.345000
29-10-2018,Pulse sensor, 1615.00,10:42:12.811000
29-10-2018,GSR sensor, 509.00,10:42:12.828000
29-10-2018,Breath sensor, 672.00,10:42:12.845000
29-10-2018,Pulse sensor, 2975.00,10:42:13.311000
29-10-2018,GSR sensor, 510.00,10:42:13.328000
29-10-2018,Breath sensor, 672.00,10:42:13.346000
29-10-2018,Pulse sensor, 1450.00,10:42:13.810000
29-10-2018,GSR sensor, 524.00,10:42:13.828000
29-10-2018,Breath sensor, 669.00,10:42:13.844000
29-10-2018,Pulse sensor, 1856.00,10:42:14.310000
29-10-2018,GSR sensor, 502.00,10:42:14.327000
29-10-2018,Breath sensor, 665.00,10:42:14.344000
29-10-2018,Pulse sensor, 1370.00,10:42:14.811000
29-10-2018,GSR sensor, 496.00,10:42:14.827000
29-10-2018,Breath sensor, 669.00,10:42:14.845000
29-10-2018,Pulse sensor, 1746.00,10:42:15.311000
29-10-2018,GSR sensor, 486.00,10:42:15.326000
29-10-2018,Breath sensor, 672.00,10:42:15.344000
29-10-2018,Pulse sensor, 3207.00,10:42:15.811000
29-10-2018,GSR sensor, 482.00,10:42:15.828000
29-10-2018,Breath sensor, 668.00,10:42:15.846000
29-10-2018,Pulse sensor, 1451.00,10:42:16.311000
29-10-2018,GSR sensor, 485.00,10:42:16.328000
29-10-2018,Breath sensor, 666.00,10:42:16.345000
29-10-2018,Pulse sensor, 1798.00,10:42:16.811000
29-10-2018,GSR sensor, 490.00,10:42:16.827000
29-10-2018,Breath sensor, 668.00,10:42:16.844000
29-10-2018,Pulse sensor, 2352.00,10:42:17.308000
29-10-2018,GSR sensor, 490.00,10:42:17.320000
29-10-2018,Breath sensor, 672.00,10:42:17.332000
29-10-2018,Pulse sensor, 1510.00,10:42:17.811000
29-10-2018,GSR sensor, 482.00,10:42:17.827000
29-10-2018,Breath sensor, 660.00,10:42:17.846000
29-10-2018,Pulse sensor, 1424.00,10:42:18.310000
29-10-2018,GSR sensor, 480.00,10:42:18.327000
29-10-2018,Breath sensor, 672.00,10:42:18.345000
29-10-2018,Pulse sensor, 1815.00,10:42:18.810000
29-10-2018,GSR sensor, 478.00,10:42:18.828000
29-10-2018,Breath sensor, 672.00,10:42:18.847000
29-10-2018,Pulse sensor, 1840.00,10:42:19.311000
29-10-2018,GSR sensor, 469.00,10:42:19.328000
29-10-2018,Breath sensor, 672.00,10:42:19.347000
29-10-2018,Pulse sensor, 1535.00,10:42:19.811000
29-10-2018,GSR sensor, 458.00,10:42:19.829000
29-10-2018,Breath sensor, 676.00,10:42:19.847000
29-10-2018,Pulse sensor, 1427.00,10:42:20.311000
29-10-2018,GSR sensor, 440.00,10:42:20.327000
29-10-2018,Breath sensor, 667.00,10:42:20.344000
29-10-2018,Pulse sensor, 1579.00,10:42:20.811000
29-10-2018,GSR sensor, 442.00,10:42:20.828000
29-10-2018,Breath sensor, 668.00,10:42:20.846000
29-10-2018,Pulse sensor, 1428.00,10:42:21.311000
29-10-2018,GSR sensor, 443.00,10:42:21.329000
29-10-2018,Breath sensor, 669.00,10:42:21.348000
29-10-2018,Pulse sensor, 1535.00,10:42:21.811000
29-10-2018,GSR sensor, 448.00,10:42:21.829000
29-10-2018,Breath sensor, 672.00,10:42:21.845000
29-10-2018,Pulse sensor, 1742.00,10:42:22.311000
29-10-2018,GSR sensor, 450.00,10:42:22.329000
29-10-2018,Breath sensor, 670.00,10:42:22.346000
29-10-2018,Pulse sensor, 1646.00,10:42:22.811000
29-10-2018,GSR sensor, 453.00,10:42:22.828000
29-10-2018,Breath sensor, 668.00,10:42:22.845000
29-10-2018,Pulse sensor, 1451.00,10:42:23.311000
29-10-2018,GSR sensor, 465.00,10:42:23.327000
29-10-2018,Breath sensor, 664.00,10:42:23.344000
29-10-2018,Pulse sensor, 1712.00,10:42:23.811000
29-10-2018,GSR sensor, 460.00,10:42:23.827000
29-10-2018,Breath sensor, 674.00,10:42:23.845000
29-10-2018,Pulse sensor, 2797.00,10:42:24.310000
29-10-2018,GSR sensor, 456.00,10:42:24.327000
29-10-2018,Breath sensor, 666.00,10:42:24.345000
29-10-2018,Pulse sensor, 1479.00,10:42:24.811000
29-10-2018,GSR sensor, 336.00,10:42:24.828000
29-10-2018,Breath sensor, 667.00,10:42:24.846000
29-10-2018,Pulse sensor, 1769.00,10:42:25.311000
29-10-2018,GSR sensor, 454.00,10:42:25.328000
29-10-2018,Breath sensor, 666.00,10:42:25.346000
29-10-2018,Pulse sensor, 2615.00,10:42:25.811000
29-10-2018,GSR sensor, 458.00,10:42:25.828000
29-10-2018,Breath sensor, 666.00,10:42:25.847000
29-10-2018,Pulse sensor, 1456.00,10:42:26.310000
29-10-2018,GSR sensor, 464.00,10:42:26.327000
29-10-2018,Breath sensor, 664.00,10:42:26.346000
29-10-2018,Pulse sensor, 1710.00,10:42:26.811000
29-10-2018,GSR sensor, 462.00,10:42:26.828000
29-10-2018,Breath sensor, 666.00,10:42:26.846000
29-10-2018,Pulse sensor, 1473.00,10:42:27.311000
29-10-2018,GSR sensor, 476.00,10:42:27.328000
29-10-2018,Breath sensor, 669.00,10:42:27.345000
29-10-2018,Pulse sensor, 2619.00,10:42:27.811000
29-10-2018,GSR sensor, 487.00,10:42:27.827000
29-10-2018,Breath sensor, 668.00,10:42:27.845000
29-10-2018,Pulse sensor, 1474.00,10:42:28.311000
29-10-2018,GSR sensor, 496.00,10:42:28.327000
29-10-2018,Breath sensor, 668.00,10:42:28.344000
29-10-2018,Pulse sensor, 1584.00,10:42:28.810000
29-10-2018,GSR sensor, 576.00,10:42:28.826000
29-10-2018,Breath sensor, 672.00,10:42:28.844000
29-10-2018,Pulse sensor, 1942.00,10:42:29.311000
29-10-2018,GSR sensor, 496.00,10:42:29.328000
29-10-2018,Breath sensor, 669.00,10:42:29.345000
29-10-2018,Pulse sensor, 1712.00,10:42:29.811000
29-10-2018,GSR sensor, 496.00,10:42:29.828000
29-10-2018,Breath sensor, 666.00,10:42:29.845000
29-10-2018,Pulse sensor, 2795.00,10:42:30.311000
29-10-2018,GSR sensor, 588.00,10:42:30.327000
29-10-2018,Breath sensor, 664.00,10:42:30.344000
29-10-2018,Pulse sensor, 1614.00,10:42:30.811000
29-10-2018,GSR sensor, 596.00,10:42:30.828000
29-10-2018,Breath sensor, 668.00,10:42:30.845000
29-10-2018,Pulse sensor, 1442.00,10:42:31.311000
29-10-2018,GSR sensor, 588.00,10:42:31.327000
29-10-2018,Breath sensor, 666.00,10:42:31.345000
29-10-2018,Pulse sensor, 2527.00,10:42:31.811000
29-10-2018,GSR sensor, 576.00,10:42:31.827000
29-10-2018,Breath sensor, 668.00,10:42:31.845000
29-10-2018,Pulse sensor, 1412.00,10:42:32.311000
29-10-2018,GSR sensor, 573.00,10:42:32.327000
29-10-2018,Breath sensor, 666.00,10:42:32.345000
29-10-2018,Pulse sensor, 1700.00,10:42:32.812000
29-10-2018,GSR sensor, 573.00,10:42:32.829000
29-10-2018,Breath sensor, 658.00,10:42:32.846000
29-10-2018,Pulse sensor, 1328.00,10:42:33.310000
29-10-2018,GSR sensor, 576.00,10:42:33.328000
29-10-2018,Breath sensor, 661.00,10:42:33.346000
29-10-2018,Pulse sensor, 1347.00,10:42:33.810000
29-10-2018,GSR sensor, 580.00,10:42:33.827000
29-10-2018,Breath sensor, 666.00,10:42:33.845000
29-10-2018,Pulse sensor, 1456.00,10:42:34.310000
29-10-2018,GSR sensor, 530.00,10:42:34.327000
29-10-2018,Breath sensor, 665.00,10:42:34.345000
29-10-2018,Pulse sensor, 2799.00,10:42:34.810000
29-10-2018,GSR sensor, 503.00,10:42:34.827000
29-10-2018,Breath sensor, 666.00,10:42:34.845000
29-10-2018,Pulse sensor, 1370.00,10:42:35.311000
29-10-2018,GSR sensor, 504.00,10:42:35.327000
29-10-2018,Breath sensor, 662.00,10:42:35.345000
29-10-2018,Pulse sensor, 1744.00,10:42:35.810000
29-10-2018,GSR sensor, 496.00,10:42:35.827000
29-10-2018,Breath sensor, 667.00,10:42:35.844000
29-10-2018,Pulse sensor, 2196.00,10:42:36.310000
29-10-2018,GSR sensor, 496.00,10:42:36.327000
29-10-2018,Breath sensor, 665.00,10:42:36.344000
29-10-2018,Pulse sensor, 1348.00,10:42:36.811000
29-10-2018,GSR sensor, 485.00,10:42:36.827000
29-10-2018,Breath sensor, 666.00,10:42:36.845000
29-10-2018,Pulse sensor, 2117.00,10:42:37.311000
29-10-2018,GSR sensor, 477.00,10:42:37.328000
29-10-2018,Breath sensor, 662.00,10:42:37.345000
29-10-2018,Pulse sensor, 1419.00,10:42:37.811000
29-10-2018,GSR sensor, 485.00,10:42:37.827000
29-10-2018,Breath sensor, 665.00,10:42:37.844000
29-10-2018,Pulse sensor, 1744.00,10:42:38.311000
29-10-2018,GSR sensor, 482.00,10:42:38.327000
29-10-2018,Breath sensor, 666.00,10:42:38.345000
29-10-2018,Pulse sensor, 1962.00,10:42:38.811000
29-10-2018,GSR sensor, 486.00,10:42:38.827000
29-10-2018,Breath sensor, 666.00,10:42:38.844000
29-10-2018,Pulse sensor, 1472.00,10:42:39.310000
29-10-2018,GSR sensor, 485.00,10:42:39.327000
29-10-2018,Breath sensor, 670.00,10:42:39.345000
29-10-2018,Pulse sensor, 1734.00,10:42:39.810000
29-10-2018,GSR sensor, 489.00,10:42:39.827000
29-10-2018,Breath sensor, 667.00,10:42:39.845000
29-10-2018,Pulse sensor, 2445.00,10:42:40.312000
29-10-2018,GSR sensor, 492.00,10:42:40.327000
29-10-2018,Breath sensor, 666.00,10:42:40.344000
29-10-2018,Pulse sensor, 1581.00,10:42:40.811000
29-10-2018,GSR sensor, 496.00,10:42:40.828000
29-10-2018,Breath sensor, 663.00,10:42:40.846000
29-10-2018,Pulse sensor, 1766.00,10:42:41.311000
29-10-2018,GSR sensor, 491.00,10:42:41.328000
29-10-2018,Breath sensor, 660.00,10:42:41.347000
29-10-2018,Pulse sensor, 2751.00,10:42:41.810000
29-10-2018,GSR sensor, 475.00,10:42:41.828000
29-10-2018,Breath sensor, 664.00,10:42:41.847000
29-10-2018,Pulse sensor, 1559.00,10:42:42.310000
29-10-2018,GSR sensor, 489.00,10:42:42.327000
29-10-2018,Breath sensor, 666.00,10:42:42.345000
29-10-2018,Pulse sensor, 1809.00,10:42:42.811000
29-10-2018,GSR sensor, 490.00,10:42:42.828000
29-10-2018,Breath sensor, 666.00,10:42:42.847000
29-10-2018,Pulse sensor, 1510.00,10:42:43.310000
29-10-2018,GSR sensor, 490.00,10:42:43.327000
29-10-2018,Breath sensor, 663.00,10:42:43.344000
29-10-2018,Pulse sensor, 1840.00,10:42:43.810000
29-10-2018,GSR sensor, 482.00,10:42:43.826000
29-10-2018,Breath sensor, 666.00,10:42:43.843000
29-10-2018,Pulse sensor, 2023.00,10:42:44.311000
29-10-2018,GSR sensor, 480.00,10:42:44.327000
29-10-2018,Breath sensor, 665.00,10:42:44.344000
29-10-2018,Pulse sensor, 1501.00,10:42:44.810000
29-10-2018,GSR sensor, 477.00,10:42:44.826000
29-10-2018,Breath sensor, 666.00,10:42:44.842000
29-10-2018,Pulse sensor, 1706.00,10:42:45.311000
29-10-2018,GSR sensor, 473.00,10:42:45.326000
29-10-2018,Breath sensor, 662.00,10:42:45.343000
29-10-2018,Pulse sensor, 2813.00,10:42:45.811000
29-10-2018,GSR sensor, 480.00,10:42:45.826000
29-10-2018,Breath sensor, 681.00,10:42:45.843000
29-10-2018,Pulse sensor, 1497.00,10:42:46.310000
29-10-2018,GSR sensor, 482.00,10:42:46.326000
29-10-2018,Breath sensor, 665.00,10:42:46.343000
29-10-2018,Pulse sensor, 1862.00,10:42:46.811000
29-10-2018,GSR sensor, 480.00,10:42:46.826000
29-10-2018,Breath sensor, 665.00,10:42:46.843000
29-10-2018,Pulse sensor, 1450.00,10:42:47.311000
29-10-2018,GSR sensor, 468.00,10:42:47.326000
29-10-2018,Breath sensor, 661.00,10:42:47.342000
29-10-2018,Pulse sensor, 1500.00,10:42:47.812000
29-10-2018,GSR sensor, 459.00,10:42:47.827000
29-10-2018,Breath sensor, 666.00,10:42:47.844000
29-10-2018,Pulse sensor, 3011.00,10:42:48.311000
29-10-2018,GSR sensor, 464.00,10:42:48.326000
29-10-2018,Breath sensor, 660.00,10:42:48.342000
29-10-2018,Pulse sensor, 1407.00,10:42:48.810000
29-10-2018,GSR sensor, 464.00,10:42:48.826000
29-10-2018,Breath sensor, 661.00,10:42:48.843000
29-10-2018,Pulse sensor, 1524.00,10:42:49.310000
29-10-2018,GSR sensor, 466.00,10:42:49.326000
29-10-2018,Breath sensor, 664.00,10:42:49.342000
29-10-2018,Pulse sensor, 1427.00,10:42:49.810000
29-10-2018,GSR sensor, 469.00,10:42:49.826000
29-10-2018,Breath sensor, 669.00,10:42:49.842000
29-10-2018,Pulse sensor, 1510.00,10:42:50.310000
29-10-2018,GSR sensor, 464.00,10:42:50.326000
29-10-2018,Breath sensor, 666.00,10:42:50.344000
29-10-2018,Pulse sensor, 1670.00,10:42:50.809000
29-10-2018,GSR sensor, 464.00,10:42:50.825000
29-10-2018,Breath sensor, 665.00,10:42:50.842000
29-10-2018,Pulse sensor, 2694.00,10:42:51.303000
29-10-2018,GSR sensor, 454.00,10:42:51.313000
29-10-2018,Breath sensor, 662.00,10:42:51.324000
29-10-2018,Pulse sensor, 1469.00,10:42:51.810000
29-10-2018,GSR sensor, 444.00,10:42:51.826000
29-10-2018,Breath sensor, 664.00,10:42:51.842000
29-10-2018,Pulse sensor, 1801.00,10:42:52.310000
